name,review,rating
Santos Antonio,"Já utilizava o cartão do C6 e não imaginava que ao aderir uma linha de credito com o veiculo como garantia me causaria tantos transtornos, pois bem solicitei um empréstimo com o meu carro como garantia passei todas as informações e documentos que me solicitaram e obtive o valor solicitado, porém, desde o dia 20 de dezembro de 2022 que solicito ao C6 o boleto para pagamento da parcela do empréstimo e o mesmo não me enviou até o momento, só que não para por ai o meu carro é do estado de Sergipe e mesmo de posse da documentação o C6 lançou o gravame do meu veículo como se o mesmo fosse da Bahia e agora o veículo encontra-se com restrições no detran não consigo nem emplacar o meu carro graças a desorganização e falta de compromisso do C6 Bank. Não me enviam os boletos para pagamento todo dinheiro que entra na minha conta some alegando que é a parcela, que é juros, que é multa mas não me apresentam nenhum comprovante. Pior experiência da minha vida com um banco. Não recomendo a ninguém ser cliente do C Bank.",1.0
Camila Szalontay,"Péssima experiência!
Fiz um CDB para aumentar meu limite, não aumentaram, reteram meu dinheiro, fiquei sem cartão e sem dinheiro.",1.0
Ricardo Euzébio,Esta sendo a pior de todas uma verdadeira desorganização fujam desse banco pra não se arrependerem depois quem avisa amigo é,1.0
Diogo Rafael,"Péssimo. Recentemente troquei de celular e quando fui acessar o app após baixá-lo solicitou reconhecimento facial como única opção para fazer o acesso. O app por sua vez não reconheceu e não ofereceu outra opção para fazer login, mesmo eu sendo o titular da conta. Entrei em contato com o suporte e me passaram um prazo de cinco dias úteis para verificação. Não recomendo que façam a portabilidade do salário, pois eu fiz e agora estou cinco dias sem poder movimentar minha conta. Não recomendo.",1.0
Diego Baumgarten Carneiro,"Não enviam fatura por email, aplicativo não funciona, atendimento humano não existe, não geram número de protocolo para registrar reclamação no Banco Central, não resolvem nada e nada funciona. Tem que melhorar para virar péssimo",1.0
GETULIO JUNIOR,"Essa instituição diminui o limite do cartão sem comunicação prévia. Óbvio que vão comentar que há uma prerrogativa legal para tal, mas o respeito com o cliente não existe. Na hora cobrar a fatura, mandam e-mail, sms e tudo mais. Cancelei minha conta (e olha que sempre paguei a fatura integral em dia). Nunca mais faço negócio e para quem eu puder faço propagando negativa.",1.0
Amanda Costa,Tomem cuidado com esse banco pois de alguma forma vazaram meus dados e estão encaminhando milhares de mensagens para meus familiares me procurando para empréstimo sendo que em nenhum momento repassei contato de terceiros… Importunação e vazamento de dados é crime C6 Bank!,1.0
Antonini Candido,"Fiz uma conta pessoa jurídica nesse banco, eles bloquearam as funções de transação do meu app e só aparece a mensagem que está em modo consulta.
Como recebo alguns pagamentos da empresa por lá meu saldo está bloqueado sem poder movimentar, o pior é o péssimo suporte que me deram 5 dias úteis para resolver meu problema, mas não vão arcar os prejuízos que terei pelo MEU dinheiro preso lá.",1.0
Maíra Tavares,"Péssima, banco não aceita B.O. para devolução de valores em compras não reconhecida, justificando que é a bandeira do cartão. E outros bancos aceitaram, a devolução foi feita, só com a c6 que estar criando caso a mais de 5 meses.",1.0
Lucas Hellwig,"Abri a conta no c6bank e estava indo tudo bem, eu estava gostando do banco, até que do nada recebi uma mensagem para retirar dinheiro da minha conta que minha conta seria encerrada, detalhe que eu estava começando a migrar todas minha movimentações financeiros para o mesmo, liguei para o SAC saber se procedia essa informação e porque/? Ela só me respondeu que realmente minha conta ia ser encerrada que eles não tinha interesse comercial comigo, fazem toda uma propaganda de inclusão, eu ja estava começando a migrar toda minha parte financeira para o C6 e do nada, sem justificativa fecham minha conta, fiquem expertos péssimo banco.",1.0
Kleuber Moreira,"Sou cliente a muitos anos, e agora recebo um e-mail de cancelamento da conta por desinteresse comercial…   ",1.0
Lukas Mendes,"PESSIMA EMPRESA, PRECISEI FAZER A CONTESTAÇÃO DE UMA COMPRA QUE EU JA HAVIA CANCELADO E ELES NÃO ACEITAM FAZER O ESTORNO.",1.0
Tieme Akamine Terpilauskas,"Os atendentes são gentis mas infelizmente eles não conseguem ajudar a resolver os problemas, que claramente são processos do banco que não tem uma solução clara. O aplicativo não funciona com frequência e pra piorar nunca resolvem meu problema. Os planos de cartão do banco são ótimos mas não adianta serem bons se não dá pra usar.",1.0
Débora Santos,"Sumiu 700 da minha conta deis do ano passado e até agora o banco não devolveu, pior banco que existe sem dúvidas",1.0
Agnaldo Silva,"Atendimento nota 0,vc nunca consegue falar com um atendente toda vez que precisa de suporte não consigo",1.0
Lídia Calderon,"Há pelo menos 3 meses estou tentando encerrar a minha conto no banco. Os atendentes não fazem o trabalho direito . Tenho recebido ligações de advogados me cobrando fatura de R$85 referente a uma anuidade gerada após o encerramento da conta.
Você aí está pensando em ter uma conta em um banco digital risque o C6 da sua lista imediatamente.",1.0
Luiz Fernando Tavares Gurgel,Pediram 15 DIAS ÚTEIS para avaliar a transferência de um financiamento veicular. Simplesmente absurdo!,1.0
Jônatas Rocha,"Fiz investimento nesse banco, prometeram resgate em 2 dias úteis e já se completaram 5 dias úteis e nada. Ligo neste número 3003-6116 de atendimento e simplesmente, ninguém pra dar uma explicação sobre o porquê disso está acontecendo. Não abram conta neste banco, nem façam investimentos!",1.0
Myck Tetsuya Tanahara,"Pior banco do UNIVERSO!
Fui assaltado e me levaram meu celular desbloqueado.
Infelizmente usaram meu cartão virtual da C6 e gastaram mais de 9k.

Fui tentar contestar as compras, mas a C6 não me devolveu o dinheiro e tive que pagar 9.5k da fatura do meu cartão!

Usaram todos os cartões de todos os bancos que eu tinha conta aberta (Nubank, Itaú, Mercado Pago e Pagseguro).
Todos eles me devolveram 100% do valor, menos a C6!

Pior BANCO de todos os tempos! Por isso que tem 1.9 Rating aqui no google.

Já encerrei minha conta nesse banco RUIM!

OBS: eu tinha o Carbon deles e mesmo assim, me trataram igual um LIXO por telefone.",1.0
AFONSO CAVALCANTE,"uma fraude uma grande decepção com este banco achava que seria diferente mais e o mesmo do mesmo , tem ferramenta mais simplismente zeraram meu saldo de cartão querendo me forçandp acomprar cdbp ra voltar a ter credito. fodase",1.0
Jess C.,"Péssimo, demora muito para aumentar o limite, e mesmo pagando todas as faturas em dia, estão fazendo uma análise e simplesmente bloquearam o pouco limite que tenho no cartao! qual o sentido disso? querem analisar os clientes e precisa bloquear o limite?",1.0
Samuel Machado,"Horrivel! Horroroso! Nao entrem nessa cilada!!! Atendimento inexistente. Clonaram meu cartao em SP, sou de MG. Custei reaver os valores e ainda ficou faltando algumas coisas pra me devolver. Péssima experiência que tive com ess banco. Não recomendo pra ninguem! VAO PARA O BANCO INTER!!!",1.0
Poliana Bolqui,"bla bla bla, chat do app... nao funciona chat, nao funcinoa telefone, vc nao consegue falar com 1 ser humano, só um robo que responde sempre as mesmas coisas... e gente, eu tenho a conta mais cara do banco e nao tenho respaldo... nao aconselho!!

e mais uma vez o robo responde o google falando pra ir pro chat kkkkkkkkk piada de banco!",1.0
Everton Lucas Vieira,"Literalmente insatisfeito.
Estou com um valor a ser estornado dês de janeiro.
Tento entrar em contato e o atendimento é péssimo.
Não dá pra chamar isso de banco de jeito nenhum.

Menos um cliente com certeza !",1.0
Amanda Ferreira,"Experiência Péssima, horrível!!!!
Nunca mais!!!!
Desde o dia 27/06 estou entrando em contato com a C6 pela central de relacionamento e pelo SAC. Registraram o pedido de estorno e me disseram que em 5 dias o dinheiro estaria na minha conta. Mas então depois do 5 dia liguei novamente e a mulher me disse que eram 5 dias pra eu receber uma RESPOSTA por email, esperei e esperei, nada. Então liguei para o SAC e o atendente disse ter feito requerimento de urgência e que até dia 13/07 eu teria pelo menos uma resposta. E adivinha? NADA VEZES NADA. Liguei novamente agora pouco e a atendente disse estar em análise, e quando eu perguntei o que significava estar em análise ela foi grossa comigo e disse que significava estar em processamento e só repetia praticamente isso Preciso do estorno de uma transação de cartão de débito no valor de 84,00, que não entrou para o restaurante devido a falha da bandeira do cartão, em que no caso a C6 é cliente. Todos os atendentes que falaram comigo falaram coisas diferentes, e o pior é que não existe outro especialista para conversar, somente pessoas que não estão nem ai, porque é a empresa que responde, não eles. ZERO COMPROMETIMENTO DE FUNCIONÁRIOS. Que vergonha, segundo melhor banco????  Nunca mais. Exijo meu dinheiro de volta!!!",1.0
Luciano as top,"Estou com dinheiro bloqueado por uma venda de link que fiz, já vai fazer 2 meses e nada de resolverem   ",1.0
José Ricardo,"O BANCO VOLTOU A ME EM ENVIAR FATURAS!!!
Minha conta foi cancelada no mês 05, tenho dos os comprantes que está tudo quitado!!!

Fujam desse Banco. Leiam os relatos e procurem em outros lugares para saber como o banco trata seus clientes. Vejam o que aconteceu comigo.

Eu tinha uma conta corrente no banco C6 e um cartão de crédito. Devido ao péssimo atendimento, aplicativo confuso e outras questões resolvi cancelar meu vinculo com o banco. Solicitei o cancelamento da conta e do cartão. Fui informado que deveria antecipar todos os valores de compras feitas no cartão e transferir todo o valor da conta corrente, somente assim poderiam prosseguir com o encerramento. Fiz exatamente como solicitado:
1 - Transferi todos os valores para outro banco
2 - Paguei todos os valores, de forma antecipada, que estavam no cartão de crédito

O banco então deu prosseguimento ao encerramento da conta e recebi um e-mail informando que o processo tinha sido concluido e eu não tinha mais vinculo nenhum com o banco. Atenção a isso:  o banco tinha informado que só poderia encerrar meu vinculo quando tudo estivesse quitado.

Para minha supressa no mês seguinte a confirmação do encerramento da conta e do cartão, recebo uma fatura do cartão. Ligo para o atendimento e eles confirmam que eu devo pagar a fatura, pois é referente a juros por atraso. Contestei a existência desses juros e o fato do banco já ter me informado que eu não tinha mais vinculo algum com o mesmo. Em resposta me informaram que se eu não pagar terei o nome negativado.

Tenho todos os protocolos de solicitação, os e-mails de confirmação e a gravação do atendimento que recebi, posso provar essa aberração.",1.0
Ítalo Fernandes,"Péssimo banco, o contato é quase impossível, eles bloqueiam a conta de forma autoritária por problemas que são alheios ao correntista e com dinheiro na sua conta fazem cobranças dentro do próprio aplicativo! Façam um favor a si mesmos e não abram conta nesse banco, o que investiram no marketing deveriam ter investido no suporte! Nunca recebi um serviço tão ruim!",1.0
Raphael Broleze,"Efetuei o pagamento da minha fatura do cartao de crédito, a princípio nao consegui pagar via boleto e tentei via pix porem depois de 1 dia ambos os pagamentos foram debitados da minha conta. Ou seja foi pago em duplicidade. Ligo todos os dias mas o banco nao efetuou o estorno, estou desacreditado eles nao devovem meu dinheiro mais de R$2.800,00. Banco irresponsável estao travando meu dinheiro e nao tem justificativa. Amadorismo total e falta de comprometimento com o dinheiro cliente. Quero meu dinheiro de volta!",1.0
Eliene Lima,"Fiz empréstimo do FGTS, resolvi antecipar o pagamento das parcelas; entrei em contato com o 6c fiz a solicitação dos boletos e ficaram de enviar por e-mail, mas, antes teria que fazer uma foto pelo link que eles enviaram. Nunca consegui tirar essa foto. E nunca chegou o boleto. Resumindo, não consegui parar as parcelas.",2.0
Samuel Soares Silva,"Tive problema com o limite de crédito, a qual o banco decidiu cancelar o limite sem nenhum motivo! Entendemos que o banco pode reduzir o limite quando quiser, mas cancelar somente se o cliente for inadimplente, o que não é meu caso. Embora o banco tenha um bom atendimento e app, deixou muito a desejar na questão limite, e vejo que outros clientes passaram pela mesma situação, deveriam deixar claro que o banco só libera limite se for investidor.",2.0
